total_budget,budget_instagram,pct_instagram,budget_google,pct_google,budget_tiktok,pct_tiktok,budget_facebook,pct_facebook,budget_youtube,pct_youtube,budget_linkedin,pct_linkedin,aov,creative_quality,campaign_days,target_margin,age,gender,income_level,conversions,revenue,instagram_impr,instagram_clicks,instagram_conv,instagram_rev,google_impr,google_clicks,google_conv,google_rev,tiktok_impr,tiktok_clicks,tiktok_conv,tiktok_rev,facebook_impr,facebook_clicks,facebook_conv,facebook_rev,youtube_impr,youtube_clicks,youtube_conv,youtube_rev,linkedin_impr,linkedin_clicks,linkedin_conv,linkedin_rev
26.97,2.76,0.1023,3.54,0.1313,2.19,0.0812,5.53,0.205,6.41,0.2377,6.54,0.2425,14.41,0.698,3,0.207,60,all,all,8.184,117.93,1465.82,31.46,1.262,18.18,1488.83,50.97,2.81,40.49,1394.99,36.32,1.144,16.49,2706.01,55.46,1.725,24.85,2436.06,43.43,0.929,13.39,2005.7,21.44,0.314,4.53
24.31,1.33,0.0547,2.53,0.1041,5.91,0.2431,0.13,0.0053,11.66,0.4796,2.75,0.1131,17.14,0.324,15,0.25,20,man,low,7.047,120.78,798.65,15.99,0.617,10.58,1070.76,23.25,1.308,22.42,4392.42,111.53,3.842,65.86,66.31,1.14,0.034,0.59,4080.49,65.14,1.158,19.85,891.76,6.27,0.087,1.49
11.45,0.73,0.0638,1.41,0.1231,0.51,0.0445,6.93,0.6052,1.76,0.1537,0.11,0.0096,11.2,0.715,5,0.15,44,woman,low,4.462,49.98,395.04,8.62,0.376,4.22,550.85,17.05,1.183,13.25,377.95,10.09,0.351,3.94,3770.81,68.94,2.356,26.38,686.0,10.44,0.189,2.12,33.78,0.39,0.006,0.07
13.97,0.91,0.0651,1.69,0.121,1.83,0.131,3.71,0.2656,0.79,0.0565,5.05,0.3615,20.83,0.952,13,0.067,75,woman,low,3.981,82.93,498.47,9.48,0.386,8.04,608.61,19.22,1.178,24.54,1267.23,27.32,0.906,18.88,2128.88,43.01,1.204,25.07,305.88,4.84,0.096,1.99,1500.21,14.56,0.212,4.42
148.76,61.22,0.4115,50.38,0.3387,7.83,0.0526,3.48,0.0234,12.17,0.0818,13.67,0.0919,23.17,0.879,20,0.315,58,man,low,69.17,1602.68,34151.51,713.77,26.017,602.81,22002.88,665.17,35.863,830.95,5367.79,118.96,4.182,96.9,1692.2,32.37,1.034,23.96,4328.34,64.72,1.336,30.95,4361.42,51.28,0.738,17.1
2.08,0.39,0.1875,0.09,0.0433,0.39,0.1875,0.22,0.1058,0.38,0.1827,0.59,0.2837,2.23,0.732,18,0.563,73,man,high,0.597,1.33,198.22,4.46,0.173,0.38,38.19,1.26,0.08,0.18,239.01,6.07,0.197,0.44,96.72,2.01,0.064,0.14,144.0,2.38,0.047,0.1,195.4,2.28,0.037,0.08
27.9,3.88,0.1391,0.41,0.0147,9.91,0.3552,2.75,0.0986,5.51,0.1975,5.44,0.195,12.04,0.603,28,0.583,43,woman,all,9.617,115.79,2045.33,36.5,1.496,18.01,170.67,5.45,0.3,3.62,7138.74,175.28,6.29,75.73,1337.35,25.39,0.635,7.65,2189.46,31.4,0.62,7.47,1600.52,19.46,0.276,3.32
77.35,25.21,0.3259,5.63,0.0728,5.92,0.0765,20.63,0.2667,1.2,0.0155,18.76,0.2425,17.48,0.743,24,0.222,75,man,high,27.25,476.33,14537.8,302.27,12.009,209.91,2357.62,70.3,3.89,68.0,4448.12,112.49,3.8,66.42,9957.52,189.58,6.144,107.4,463.82,8.44,0.165,2.88,5764.5,77.28,1.242,21.72
73.33,19.57,0.2669,9.09,0.124,11.46,0.1563,2.41,0.0329,24.41,0.3329,6.39,0.0871,17.1,0.823,8,0.08,20,woman,low,29.821,509.94,10267.58,203.05,9.549,163.28,3534.49,117.81,8.001,136.82,8621.08,236.98,8.681,148.44,1082.08,20.05,0.531,9.09,9072.66,146.2,2.782,47.57,2187.53,20.54,0.277,4.74
10.79,0.09,0.0083,1.69,0.1566,4.44,0.4115,1.91,0.177,0.42,0.0389,2.24,0.2076,14.65,0.893,20,0.128,50,woman,low,4.643,68.02,46.19,0.95,0.037,0.55,728.01,23.68,1.541,22.58,2932.44,71.35,2.3,33.69,1165.63,20.44,0.595,8.72,159.02,2.51,0.061,0.9,694.6,6.86,0.108,1.59
10.57,1.81,0.1712,0.14,0.0132,0.3,0.0284,0.73,0.0691,3.53,0.334,4.07,0.3851,6.68,0.851,19,0.337,35,man,low,2.012,13.44,958.64,17.81,0.698,4.66,60.46,2.18,0.141,0.94,199.87,5.15,0.199,1.33,374.55,6.55,0.218,1.45,1201.66,22.47,0.472,3.15,1377.23,17.46,0.284,1.9
34.4,2.11,0.0613,10.39,0.302,6.68,0.1942,4.27,0.1241,10.39,0.302,0.56,0.0163,17.55,0.769,6,0.493,40,man,low,14.524,254.9,1023.43,19.84,0.86,15.09,4309.95,119.95,7.529,132.13,4523.91,105.62,3.298,57.87,2208.32,40.51,1.251,21.96,4561.22,74.41,1.557,27.32,176.9,1.87,0.029,0.51
18.31,6.42,0.3506,0.38,0.0208,5.37,0.2933,5.29,0.2889,0.34,0.0186,0.51,0.0279,15.18,0.6,29,0.256,54,man,high,8.467,128.53,4008.99,79.77,3.609,54.79,165.48,5.41,0.303,4.59,3601.85,84.51,2.831,42.97,2663.65,49.14,1.648,25.01,134.49,2.26,0.052,0.79,160.41,1.45,0.025,0.38
2.71,0.0,0.0,0.32,0.1181,0.88,0.3247,0.8,0.2952,0.5,0.1845,0.2,0.0738,6.45,0.639,20,0.366,77,woman,all,1.209,7.8,0.0,0.0,0.0,0.0,133.28,4.06,0.233,1.5,659.27,17.99,0.707,4.56,362.99,7.06,0.199,1.28,178.16,3.07,0.062,0.4,60.83,0.57,0.009,0.06
227.21,6.73,0.0296,59.1,0.2601,74.67,0.3286,27.2,0.1197,49.83,0.2193,9.69,0.0426,4.99,0.645,20,0.402,42,man,low,99.272,495.37,3852.1,83.55,4.204,20.98,24274.04,756.96,47.823,238.64,53017.61,1186.13,35.426,176.78,12679.47,222.29,6.122,30.55,19364.24,285.49,5.213,26.01,3304.35,34.65,0.484,2.41
3.9,0.37,0.0949,1.82,0.4667,0.75,0.1923,0.12,0.0308,0.08,0.0205,0.76,0.1949,11.82,0.862,24,0.267,15,man,high,2.361,27.9,219.68,4.71,0.215,2.55,742.1,24.53,1.459,17.25,510.0,15.09,0.585,6.92,58.24,1.25,0.038,0.45,30.25,0.55,0.012,0.14,268.98,2.92,0.051,0.6
87.82,9.79,0.1115,8.29,0.0944,39.25,0.4469,18.4,0.2095,5.64,0.0642,6.45,0.0734,11.62,0.635,23,0.136,26,man,low,39.136,454.76,5141.0,97.49,3.834,44.55,3264.55,95.39,5.71,66.35,27230.47,714.98,23.753,276.01,9996.74,177.6,4.983,57.9,2091.83,27.47,0.585,6.79,2156.4,19.61,0.272,3.16
33.88,6.0,0.1771,4.38,0.1293,1.18,0.0348,14.34,0.4233,3.24,0.0956,4.75,0.1402,8.29,0.694,23,0.062,35,man,all,12.407,102.85,3002.7,60.53,2.393,19.84,1937.54,76.36,4.579,37.96,827.08,25.13,0.912,7.56,6527.97,125.37,3.781,31.34,1288.48,21.99,0.505,4.19,1385.28,13.77,0.237,1.97
2.4,0.23,0.0958,0.25,0.1042,0.41,0.1708,0.37,0.1542,1.08,0.45,0.06,0.025,19.86,0.728,8,0.163,77,woman,high,0.871,17.3,121.4,2.76,0.113,2.24,103.45,3.98,0.249,4.95,265.89,7.66,0.276,5.47,165.82,3.14,0.101,2.0,442.39,7.63,0.129,2.56,20.72,0.23,0.004,0.08
11.93,3.75,0.3143,2.46,0.2062,0.22,0.0184,3.7,0.3101,1.1,0.0922,0.7,0.0587,11.26,0.794,28,0.121,42,woman,high,5.013,56.45,1925.35,39.62,1.446,16.28,1031.88,32.63,2.154,24.25,158.09,4.79,0.172,1.93,1836.78,37.19,1.072,12.07,397.21,7.1,0.13,1.46,235.61,2.55,0.041,0.46
1.97,0.23,0.1168,0.12,0.0609,0.22,0.1117,1.1,0.5584,0.29,0.1472,0.02,0.0102,7.19,0.782,6,0.501,30,woman,high,0.699,5.03,133.12,3.03,0.112,0.81,47.54,1.32,0.073,0.52,142.91,3.99,0.131,0.94,548.44,11.88,0.339,2.43,111.35,1.98,0.043,0.31,6.43,0.07,0.001,0.01
161.62,0.45,0.0028,9.17,0.0567,28.83,0.1784,64.87,0.4014,26.03,0.1611,32.26,0.1996,17.79,0.852,5,0.143,66,man,all,50.476,897.97,248.56,5.58,0.231,4.1,3945.78,114.07,6.786,120.72,20935.3,536.21,20.576,366.05,30174.9,615.22,18.219,324.12,10144.19,152.44,3.071,54.64,10081.25,111.9,1.593,28.33
3.83,1.01,0.2637,0.38,0.0992,1.02,0.2663,0.59,0.154,0.43,0.1123,0.4,0.1044,23.55,0.415,2,0.538,14,woman,low,1.46,34.39,516.6,10.78,0.406,9.57,173.67,4.71,0.314,7.39,734.71,18.45,0.573,13.49,265.37,3.93,0.115,2.71,147.65,1.8,0.035,0.83,132.56,1.25,0.018,0.42
1.62,0.2,0.1235,0.09,0.0556,0.14,0.0864,0.01,0.0062,0.9,0.5556,0.29,0.179,5.12,0.599,9,0.35,45,woman,high,0.419,2.15,107.81,2.39,0.104,0.53,35.06,1.28,0.088,0.45,98.23,2.6,0.093,0.48,4.6,0.09,0.003,0.01,331.41,6.5,0.117,0.6,92.48,1.09,0.015,0.08
225.67,11.06,0.049,0.76,0.0034,29.09,0.1289,31.42,0.1392,124.99,0.5539,28.35,0.1256,15.18,0.714,17,0.503,47,woman,high,50.283,763.29,6271.26,148.42,5.725,86.9,318.14,10.64,0.678,10.29,20797.88,479.5,17.88,271.42,15556.77,283.3,7.504,113.91,43814.63,822.64,16.979,257.73,9291.73,105.83,1.518,23.04
126.65,15.72,0.1241,23.8,0.1879,14.5,0.1145,20.38,0.1609,15.62,0.1233,36.63,0.2892,2.8,0.699,5,0.416,39,man,low,47.039,131.71,8335.54,151.53,6.441,18.03,9292.16,326.89,21.059,58.96,9860.59,207.92,8.653,24.23,11173.86,213.64,6.85,19.18,6087.06,99.6,1.941,5.43,11908.71,123.35,2.096,5.87
23.42,6.87,0.2933,2.67,0.114,2.31,0.0986,6.16,0.263,3.95,0.1687,1.46,0.0623,2.27,0.948,17,0.387,58,man,high,9.928,22.54,4147.05,102.78,4.095,9.3,1037.54,32.8,1.896,4.3,1520.84,42.93,1.422,3.23,3037.77,60.52,1.924,4.37,1405.84,27.13,0.517,1.17,449.15,5.31,0.074,0.17
18.25,7.49,0.4104,2.38,0.1304,1.17,0.0641,2.34,0.1282,1.0,0.0548,3.87,0.2121,18.48,0.841,2,0.498,40,man,high,8.934,165.11,4774.65,125.22,5.362,99.09,1041.94,34.74,1.819,33.61,748.18,20.92,0.652,12.05,1168.36,25.59,0.802,14.82,364.86,6.49,0.106,1.96,1077.12,12.53,0.193,3.57
4.47,0.64,0.1432,0.17,0.038,0.44,0.0984,0.69,0.1544,2.12,0.4743,0.42,0.094,9.04,0.475,29,0.446,58,woman,high,1.075,9.72,362.42,7.38,0.243,2.2,67.36,2.32,0.143,1.3,302.2,7.59,0.261,2.36,346.19,6.06,0.166,1.5,789.92,13.02,0.241,2.18,141.0,1.43,0.02,0.18
93.41,13.06,0.1398,22.12,0.2368,10.52,0.1126,2.36,0.0253,37.38,0.4002,7.98,0.0854,1.11,0.442,19,0.1,77,woman,high,36.382,40.38,6892.18,153.25,6.298,6.99,9244.01,313.13,17.744,19.7,8011.58,197.81,7.22,8.01,1084.61,21.27,0.681,0.76,13270.38,206.4,4.079,4.53,2364.79,23.21,0.36,0.4
11.37,5.18,0.4556,1.01,0.0888,1.73,0.1522,2.03,0.1785,0.51,0.0449,0.91,0.08,19.34,0.644,27,0.243,15,man,low,4.503,87.08,2605.63,53.43,2.069,40.01,496.1,14.36,0.89,17.21,1211.57,30.82,0.972,18.81,891.48,15.13,0.481,9.29,192.77,2.73,0.053,1.03,272.41,2.43,0.038,0.73
209.76,54.24,0.2586,12.37,0.059,5.98,0.0285,108.93,0.5193,9.81,0.0468,18.43,0.0879,10.42,0.917,8,0.415,13,woman,low,66.192,689.72,29104.96,636.84,24.812,258.54,4964.08,157.58,8.442,87.96,3849.62,101.67,3.782,39.41,56033.95,973.64,27.038,281.74,4048.87,55.97,1.154,12.02,6230.14,63.81,0.965,10.05
53.7,2.88,0.0536,1.58,0.0294,1.08,0.0201,31.32,0.5832,14.55,0.2709,2.28,0.0425,8.24,0.785,16,0.133,45,man,low,12.568,103.56,1588.97,27.31,1.135,9.36,680.13,22.02,1.368,11.27,664.57,18.85,0.622,5.13,15171.48,275.49,7.966,65.64,5476.51,73.83,1.405,11.58,681.72,5.45,0.071,0.59
194.04,15.59,0.0803,12.58,0.0648,95.98,0.4946,41.12,0.2119,21.51,0.1109,7.27,0.0375,2.78,0.693,19,0.337,14,all,high,107.993,300.22,8447.58,190.24,7.783,21.64,5063.39,166.95,10.127,28.15,71201.78,1988.4,76.621,213.01,19524.24,391.5,10.925,30.37,8526.58,127.39,2.174,6.04,2358.93,23.9,0.364,1.01
8.02,2.53,0.3155,0.89,0.111,1.36,0.1696,1.67,0.2082,0.6,0.0748,0.97,0.1209,6.94,0.906,23,0.169,39,man,low,3.035,21.06,1464.29,30.79,1.097,7.61,376.19,11.76,0.701,4.86,922.6,20.58,0.706,4.9,890.76,14.61,0.415,2.88,228.61,3.39,0.071,0.49,301.2,2.79,0.046,0.32
90.11,14.94,0.1658,13.75,0.1526,14.24,0.158,8.43,0.0936,13.0,0.1443,25.74,0.2857,10.62,0.616,17,0.52,58,woman,high,34.227,363.49,8796.0,168.6,6.143,65.24,5477.21,203.66,12.827,136.22,11883.5,312.75,9.886,104.99,4777.02,90.84,2.511,26.66,4466.13,77.19,1.488,15.8,8138.1,97.48,1.372,14.57
163.32,56.55,0.3463,0.36,0.0022,7.82,0.0479,38.53,0.2359,55.9,0.3423,4.16,0.0255,22.22,0.793,25,0.461,20,woman,high,48.242,1071.94,33821.77,657.52,26.621,591.52,148.02,4.64,0.349,7.75,5075.94,158.08,5.419,120.4,17702.73,351.83,10.714,238.06,21599.69,302.47,4.937,109.69,1310.73,15.67,0.203,4.52
12.87,1.97,0.1531,1.21,0.094,0.85,0.066,0.63,0.049,4.62,0.359,3.59,0.2789,3.48,0.927,2,0.43,60,woman,low,3.355,11.68,1111.49,26.12,0.99,3.44,510.48,15.57,0.964,3.36,517.85,13.46,0.459,1.6,304.14,5.2,0.154,0.54,1581.33,27.05,0.594,2.07,1080.35,11.25,0.195,0.68
4.01,0.27,0.0673,1.98,0.4938,0.17,0.0424,0.41,0.1022,0.61,0.1521,0.56,0.1397,7.4,0.693,15,0.065,14,man,high,2.183,16.16,150.26,3.28,0.128,0.94,774.28,26.3,1.707,12.63,123.35,3.38,0.133,0.98,208.17,3.55,0.11,0.81,235.1,3.89,0.082,0.61,177.93,1.69,0.024,0.18
9.42,0.43,0.0456,4.9,0.5202,1.64,0.1741,0.09,0.0096,0.5,0.0531,1.86,0.1975,6.29,0.552,6,0.325,33,all,high,4.632,29.13,260.16,5.31,0.205,1.29,1964.16,54.66,3.401,21.39,1011.47,23.24,0.826,5.19,45.76,0.91,0.027,0.17,196.19,3.35,0.077,0.48,600.66,7.09,0.095,0.6
4.8,0.31,0.0646,1.86,0.3875,0.06,0.0125,1.34,0.2792,0.25,0.0521,0.98,0.2042,7.12,0.744,22,0.421,48,woman,low,2.008,14.3,184.66,3.73,0.131,0.94,814.47,24.9,1.333,9.49,43.54,0.98,0.033,0.24,714.63,12.98,0.435,3.1,94.09,1.62,0.03,0.22,311.16,2.91,0.046,0.32
10.09,0.07,0.0069,2.4,0.2379,0.03,0.003,2.5,0.2478,3.02,0.2993,2.07,0.2052,22.22,0.79,10,0.122,18,woman,high,3.154,70.09,40.47,1.02,0.039,0.88,1054.06,36.14,1.913,42.5,21.06,0.62,0.023,0.5,1166.32,20.71,0.601,13.34,1229.84,23.22,0.472,10.49,725.2,6.92,0.107,2.38
57.29,11.35,0.1981,27.58,0.4814,0.2,0.0035,9.88,0.1725,3.44,0.06,4.83,0.0843,13.68,0.509,4,0.304,73,man,low,30.437,416.38,6697.75,154.61,6.12,83.72,11170.51,312.56,21.366,292.29,145.69,3.54,0.139,1.9,4616.18,78.14,2.077,28.41,1434.17,22.34,0.492,6.73,1602.47,17.12,0.243,3.32
14.19,1.38,0.0973,1.3,0.0916,0.16,0.0113,0.18,0.0127,4.49,0.3164,6.68,0.4708,11.72,0.69,28,0.29,36,woman,low,2.57,30.13,847.72,14.83,0.533,6.25,524.21,17.12,1.068,12.51,130.35,2.86,0.103,1.2,77.01,1.13,0.036,0.42,1777.94,26.38,0.521,6.1,2020.81,21.57,0.31,3.63
7.41,1.28,0.1727,1.7,0.2294,0.97,0.1309,1.56,0.2105,1.41,0.1903,0.5,0.0675,7.95,0.951,8,0.378,68,all,all,3.218,25.59,757.44,15.15,0.568,4.51,678.94,22.37,1.273,10.12,680.27,18.52,0.671,5.34,814.96,16.27,0.512,4.07,500.83,8.32,0.163,1.29,163.4,1.94,0.032,0.25
6.8,0.02,0.0029,0.54,0.0794,1.41,0.2074,1.05,0.1544,1.25,0.1838,2.52,0.3706,11.22,0.809,29,0.573,73,woman,high,1.755,19.7,10.93,0.2,0.008,0.09,218.32,6.75,0.401,4.5,945.61,24.24,0.846,9.5,511.72,8.54,0.221,2.48,437.81,7.46,0.148,1.66,809.59,8.51,0.132,1.48
2.98,0.71,0.2383,0.21,0.0705,0.28,0.094,0.73,0.245,1.0,0.3356,0.04,0.0134,11.49,0.953,28,0.069,46,man,high,1.067,12.26,408.28,9.26,0.375,4.31,90.12,3.3,0.168,1.94,188.32,4.71,0.165,1.89,354.4,7.69,0.215,2.48,395.77,7.4,0.142,1.63,12.07,0.15,0.002,0.03
2.79,0.21,0.0753,0.42,0.1505,1.27,0.4552,0.67,0.2401,0.02,0.0072,0.2,0.0717,13.69,0.61,25,0.317,72,all,low,1.183,16.2,119.95,2.42,0.086,1.17,172.63,5.02,0.301,4.12,912.09,19.67,0.609,8.34,331.65,5.49,0.176,2.42,7.07,0.11,0.002,0.03,70.82,0.62,0.009,0.12
7.17,0.4,0.0558,1.39,0.1939,0.31,0.0432,0.06,0.0084,0.61,0.0851,4.41,0.6151,13.28,0.404,13,0.254,30,woman,low,1.597,21.21,215.16,3.67,0.15,2.0,578.35,16.75,1.015,13.47,223.89,5.17,0.2,2.66,27.98,0.44,0.014,0.19,253.07,3.57,0.072,0.96,1407.82,11.98,0.146,1.94
1.94,0.1,0.0515,0.6,0.3093,0.32,0.1649,0.32,0.1649,0.02,0.0103,0.59,0.3041,18.64,0.69,20,0.513,31,man,low,0.848,15.81,57.22,1.08,0.039,0.73,247.19,7.88,0.5,9.32,215.01,5.22,0.197,3.67,151.41,2.68,0.081,1.51,7.87,0.11,0.002,0.04,172.93,2.0,0.029,0.55
3.98,0.44,0.1106,1.24,0.3116,0.11,0.0276,0.99,0.2487,1.11,0.2789,0.1,0.0251,4.28,0.905,11,0.052,21,woman,low,1.465,6.27,244.84,4.6,0.179,0.76,518.09,15.85,0.817,3.5,72.83,2.11,0.077,0.33,465.88,8.73,0.267,1.14,384.71,5.76,0.121,0.52,30.66,0.27,0.004,0.02
76.63,31.17,0.4068,10.38,0.1355,17.53,0.2288,8.55,0.1116,8.03,0.1048,0.97,0.0127,21.49,0.793,10,0.074,24,woman,all,38.402,825.27,16704.18,329.78,11.919,256.14,4436.66,148.64,9.967,214.18,11945.49,349.91,13.209,283.87,3962.92,72.44,2.325,49.96,2852.88,46.6,0.942,20.25,298.9,3.17,0.04,0.87
64.83,13.67,0.2109,16.93,0.2611,19.92,0.3073,2.03,0.0313,3.22,0.0497,9.05,0.1396,19.66,0.848,16,0.328,46,man,all,36.584,719.23,6901.25,150.73,5.907,116.14,7593.63,266.79,17.563,345.29,12800.41,337.79,11.763,231.26,1078.07,18.75,0.554,10.89,1117.47,17.28,0.314,6.18,2907.72,32.13,0.482,9.48
5.73,3.53,0.6161,0.76,0.1326,0.08,0.014,0.94,0.164,0.36,0.0628,0.05,0.0087,18.73,0.474,19,0.289,76,all,high,2.427,45.46,1770.22,40.23,1.504,28.17,308.57,9.69,0.577,10.8,56.64,1.52,0.064,1.21,451.45,8.68,0.247,4.62,130.54,1.69,0.033,0.62,15.62,0.17,0.003,0.05
24.27,9.14,0.3766,2.63,0.1084,5.22,0.2151,1.93,0.0795,1.58,0.0651,3.76,0.1549,6.43,0.845,7,0.401,67,woman,high,12.559,80.75,5518.99,136.82,5.799,37.29,1048.39,42.22,2.242,14.41,3681.24,98.84,3.606,23.19,914.22,18.65,0.529,3.4,592.63,8.82,0.166,1.07,1130.9,13.95,0.217,1.39
41.13,9.46,0.23,9.77,0.2375,4.79,0.1165,15.39,0.3742,1.3,0.0316,0.43,0.0105,5.89,0.697,23,0.224,55,woman,all,19.827,116.78,5045.06,119.89,4.945,29.13,4151.97,118.36,7.012,41.3,3389.95,88.37,3.078,18.13,7303.88,135.31,4.615,27.18,473.85,7.25,0.157,0.92,147.5,1.51,0.021,0.13
52.62,2.35,0.0447,2.77,0.0526,7.51,0.1427,13.95,0.2651,13.97,0.2655,12.08,0.2296,7.04,0.85,22,0.567,63,man,low,15.261,107.43,1197.64,29.84,1.091,7.68,1081.57,34.2,1.972,13.88,5648.74,153.44,5.342,37.61,6779.41,137.14,4.496,31.65,5624.45,86.88,1.719,12.1,3806.88,44.04,0.64,4.51
27.87,7.55,0.2709,1.31,0.047,3.1,0.1112,5.11,0.1834,7.77,0.2788,3.04,0.1091,7.33,0.519,21,0.491,47,man,low,7.475,54.79,3852.24,71.02,2.731,20.01,532.69,15.63,0.888,6.51,2167.23,47.52,1.569,11.5,2783.83,47.41,1.229,9.01,3015.13,42.29,0.917,6.72,1033.38,9.73,0.141,1.04
39.37,0.89,0.0226,15.88,0.4034,2.88,0.0732,7.48,0.19,10.96,0.2784,1.28,0.0325,5.47,0.657,29,0.336,50,woman,high,19.052,104.22,475.53,10.23,0.481,2.63,7089.29,238.13,12.767,69.84,1945.42,52.82,2.027,11.09,3631.07,72.88,2.26,12.36,4192.65,71.66,1.429,7.81,434.13,5.24,0.089,0.49
5.51,0.64,0.1162,1.19,0.216,0.17,0.0309,0.62,0.1125,2.3,0.4174,0.6,0.1089,21.77,0.805,17,0.276,37,woman,low,1.87,40.71,375.43,6.5,0.227,4.94,473.54,17.97,1.074,23.37,101.29,2.43,0.084,1.82,326.32,6.32,0.214,4.67,821.72,14.22,0.244,5.32,195.87,2.05,0.027,0.6
3.54,0.44,0.1243,0.3,0.0847,0.31,0.0876,1.31,0.3701,0.28,0.0791,0.89,0.2514,18.12,0.952,12,0.102,72,woman,all,1.12,20.29,229.38,5.15,0.225,4.07,123.64,4.34,0.272,4.93,222.17,4.83,0.147,2.66,608.96,12.87,0.386,7.0,104.09,1.69,0.032,0.58,289.05,3.6,0.058,1.06
1.25,0.46,0.368,0.22,0.176,0.24,0.192,0.12,0.096,0.15,0.12,0.06,0.048,23.03,0.764,21,0.212,75,woman,high,0.637,14.67,244.85,5.67,0.258,5.95,93.0,2.92,0.172,3.95,177.79,4.69,0.144,3.31,61.68,1.09,0.036,0.82,56.22,1.12,0.024,0.56,17.86,0.21,0.003,0.07
43.77,4.73,0.1081,13.28,0.3034,3.37,0.077,14.87,0.3397,0.96,0.0219,6.56,0.1499,2.1,0.608,6,0.072,80,woman,all,21.83,45.84,2691.17,50.64,1.926,4.04,6889.04,215.5,13.644,28.65,2448.95,63.75,2.073,4.35,7167.99,119.78,3.752,7.88,378.15,6.59,0.12,0.25,1913.82,19.27,0.314,0.66
15.32,1.95,0.1273,0.46,0.03,0.72,0.047,1.57,0.1025,1.84,0.1201,8.78,0.5731,1.64,0.798,25,0.093,76,man,high,3.247,5.33,1100.58,23.41,0.998,1.64,228.55,7.62,0.483,0.79,519.52,14.88,0.525,0.86,801.02,14.05,0.435,0.71,681.18,11.17,0.237,0.39,2886.83,37.03,0.569,0.93
66.58,9.36,0.1406,23.85,0.3582,1.32,0.0198,10.77,0.1618,17.96,0.2698,3.32,0.0499,9.51,0.27,30,0.279,43,man,high,28.833,274.2,5482.98,106.32,4.153,39.5,10233.86,291.95,19.442,184.89,924.69,22.03,0.739,7.03,5188.11,88.99,2.528,24.04,6704.24,107.58,1.807,17.19,1053.13,10.74,0.163,1.55
1.52,0.47,0.3092,0.4,0.2632,0.1,0.0658,0.2,0.1316,0.18,0.1184,0.17,0.1118,19.1,0.611,12,0.593,38,man,low,0.6,11.47,255.31,4.34,0.191,3.65,165.13,4.43,0.259,4.96,65.99,1.76,0.064,1.22,93.88,1.62,0.056,1.07,68.58,1.04,0.021,0.4,49.44,0.52,0.008,0.16
36.81,3.93,0.1068,3.5,0.0951,5.26,0.1429,6.74,0.1831,8.71,0.2366,8.68,0.2358,23.42,0.574,6,0.537,43,woman,high,11.833,277.12,2151.19,43.21,1.743,40.83,1564.46,53.4,3.265,76.46,3672.93,98.23,3.309,77.5,3292.3,63.95,2.053,48.07,3235.63,43.66,0.961,22.5,2760.99,32.49,0.502,11.75
3.08,0.33,0.1071,0.74,0.2403,0.12,0.039,0.7,0.2273,1.09,0.3539,0.1,0.0325,12.28,0.497,20,0.276,45,woman,high,1.102,13.54,189.13,3.87,0.145,1.78,309.43,11.25,0.624,7.66,77.1,1.74,0.053,0.65,331.33,5.52,0.148,1.82,404.51,6.35,0.127,1.55,32.7,0.37,0.005,0.07
42.27,18.22,0.431,2.16,0.0511,3.03,0.0717,4.73,0.1119,2.68,0.0634,11.45,0.2709,14.75,0.951,4,0.284,34,woman,high,18.268,269.46,11274.05,286.17,11.307,166.78,873.01,31.5,1.935,28.54,2252.12,60.47,2.245,33.11,2152.25,49.19,1.478,21.79,964.65,15.27,0.256,3.78,3983.99,59.91,1.048,15.46
4.68,0.65,0.1389,0.06,0.0128,2.05,0.438,0.45,0.0962,0.18,0.0385,1.29,0.2756,6.07,0.521,6,0.135,18,woman,all,1.947,11.82,348.43,8.29,0.357,2.17,24.04,0.62,0.041,0.25,1289.55,35.82,1.347,8.18,206.72,3.91,0.125,0.76,75.22,1.35,0.029,0.18,390.29,3.84,0.049,0.3
6.71,1.9,0.2832,1.52,0.2265,2.12,0.3159,0.09,0.0134,0.11,0.0164,0.98,0.1461,19.71,0.716,3,0.438,66,woman,high,3.8,74.9,1105.62,24.48,1.123,22.13,609.29,19.68,1.192,23.5,1399.16,40.28,1.399,27.58,41.68,0.78,0.025,0.49,39.74,0.66,0.014,0.28,315.44,3.48,0.047,0.92
2.69,0.91,0.3383,0.18,0.0669,0.41,0.1524,0.74,0.2751,0.04,0.0149,0.41,0.1524,13.26,0.772,24,0.112,63,woman,low,1.108,14.69,553.06,11.9,0.467,6.19,75.63,2.49,0.149,1.97,286.59,6.63,0.222,2.95,396.17,8.01,0.246,3.27,13.68,0.23,0.004,0.06,126.28,1.38,0.02,0.26
196.29,13.61,0.0693,25.93,0.1321,69.37,0.3534,11.96,0.0609,14.36,0.0732,61.07,0.3111,9.14,0.708,19,0.152,15,man,high,77.286,706.39,7510.62,196.81,7.63,69.74,10502.65,312.93,17.167,156.9,43552.24,1315.97,44.511,406.83,5491.02,113.06,3.34,30.53,5747.68,87.44,1.783,16.3,18181.55,214.01,2.854,26.09
1.32,0.08,0.0606,0.45,0.3409,0.17,0.1288,0.27,0.2045,0.22,0.1667,0.12,0.0909,22.56,0.958,22,0.447,40,man,low,0.596,13.45,43.68,1.07,0.043,0.96,182.56,5.75,0.347,7.82,117.71,2.92,0.104,2.34,127.08,2.36,0.076,1.71,79.59,1.21,0.022,0.5,37.3,0.4,0.005,0.12
